102/08/13,40000,26000,0.66,0.66,0.64,0.64,0.00,2
102/08/14,0,0,---,---,---,---,---,0
102/08/15,141000,89320,0.63,0.64,0.63,0.63,+0.05,4
102/08/16,100000,60700,0.64,0.64,0.59,0.61,-0.02,5
102/08/19,212000,124360,0.59,0.60,0.56,0.56,-0.05,10
102/08/20,220000,124400,0.58,0.60,0.55,0.56,0.00,9
102/08/22,120000,67200,0.55,0.57,0.55,0.56,0.00,6
102/08/23,206000,121380,0.59,0.61,0.58,0.58,+0.02,11
102/08/26,1243000,799610,0.60,0.69,0.58,0.68,+0.10,31
102/08/27,1338000,835630,0.63,0.65,0.58,0.58,-0.10,38
102/08/28,781000,453340,0.55,0.59,0.54,0.58,0.00,19
102/08/29,3215000,1986500,0.61,0.65,0.60,0.60,+0.02,60
102/08/30,748000,429010,0.61,0.61,0.55,0.57,-0.03,17
102/09/02,1436000,852590,0.58,0.61,0.58,0.60,+0.03,22
102/09/03,431000,268880,0.64,0.65,0.59,0.59,-0.01,22
102/09/04,553000,327420,0.59,0.62,0.58,0.58,-0.01,27
102/09/05,2596000,1665300,0.58,0.68,0.58,0.65,+0.07,75
102/09/06,3154000,2414900,0.70,0.93,0.67,0.93,+0.28,126
102/09/09,2047000,1483850,0.83,0.83,0.64,0.66,-0.27,101
102/09/10,3450000,1990900,0.70,0.70,0.55,0.58,-0.08,99
102/09/11,1326000,797460,0.59,0.62,0.57,0.62,+0.04,52
102/09/12,306000,188470,0.63,0.65,0.59,0.59,-0.03,23
102/09/13,549000,318650,0.59,0.60,0.57,0.57,-0.02,20
102/09/14,1165000,669300,0.59,0.60,0.55,0.57,0.00,30
102/09/16,511000,287180,0.58,0.58,0.55,0.56,-0.01,19
102/09/17,241000,138940,0.56,0.61,0.56,0.57,+0.01,12
102/09/18,394000,230970,0.58,0.62,0.57,0.58,+0.01,19
102/09/23,75000,42900,0.57,0.58,0.57,0.57,-0.01,8
102/09/24,467000,268810,0.57,0.60,0.57,0.57,0.00,18
102/09/25,358000,201680,0.57,0.58,0.56,0.56,-0.01,15
102/09/26,1840000,933840,0.55,0.55,0.47,0.48,-0.08,61
102/09/27,567000,266450,0.49,0.49,0.42,0.44,-0.04,17
102/09/30,150000,68100,0.46,0.46,0.44,0.45,+0.01,10
102/10/01,264000,125990,0.47,0.49,0.46,0.46,+0.01,14
102/10/02,1002000,446330,0.48,0.48,0.43,0.44,-0.02,23
102/10/03,729000,328560,0.45,0.47,0.44,0.44,0.00,28
102/10/04,1320000,668770,0.48,0.53,0.48,0.50,+0.06,41
102/10/07,896000,467070,0.52,0.53,0.51,0.51,+0.01,21
102/10/08,153000,69800,0.49,0.49,0.45,0.46,-0.05,9
102/10/09,186000,86920,0.48,0.48,0.46,0.46,0.00,6
102/10/11,20000,9500,0.48,0.48,0.47,0.47,+0.01,2
102/10/14,237000,104390,0.47,0.47,0.43,0.43,-0.04,15
102/10/15,127000,57110,0.45,0.45,0.44,0.45,+0.02,9
102/10/16,579000,285090,0.47,0.51,0.47,0.48,+0.03,17
102/10/17,323000,155340,0.49,0.50,0.46,0.46,-0.02,10
102/10/18,197000,92470,0.47,0.49,0.46,0.46,0.00,9
102/10/21,300000,141030,0.48,0.48,0.46,0.47,+0.01,11
102/10/22,898000,464230,0.49,0.54,0.49,0.52,+0.05,38
102/10/23,468000,221130,0.50,0.50,0.46,0.46,-0.06,21
102/10/24,97000,44870,0.46,0.47,0.46,0.46,0.00,8
102/10/25,513000,243410,0.48,0.49,0.46,0.46,0.00,19
102/10/28,905000,469820,0.50,0.54,0.48,0.48,+0.02,21
102/10/29,478000,224000,0.47,0.48,0.45,0.45,-0.03,15
102/10/30,586000,269030,0.46,0.46,0.45,0.45,0.00,16
102/10/31,311000,141460,0.47,0.47,0.44,0.44,-0.01,15
102/11/01,1351000,522490,0.44,0.44,0.37,0.38,-0.06,32
102/11/04,761000,234640,0.31,0.35,0.29,0.31,-0.07,22
102/11/05,945000,254750,0.32,0.32,0.26,0.27,-0.04,23
102/11/06,1136000,266270,0.26,0.27,0.23,0.23,-0.04,25
102/11/07,137000,34470,0.25,0.26,0.25,0.25,+0.02,6
102/11/08,560000,155230,0.28,0.29,0.25,0.25,0.00,15
102/11/11,310000,72330,0.25,0.25,0.22,0.24,-0.01,9
102/11/12,749000,169700,0.25,0.27,0.18,0.18,-0.06,21
102/11/13,353000,67170,0.18,0.20,0.18,0.19,+0.01,9
102/11/14,500000,112800,0.21,0.23,0.21,0.23,+0.04,12
102/11/15,91000,21700,0.24,0.24,0.23,0.23,0.00,4
102/11/18,283000,71360,0.27,0.27,0.24,0.24,+0.01,10
102/11/19,7000,1720,0.26,0.26,0.24,0.24,0.00,2
102/11/20,178000,48120,0.29,0.29,0.27,0.27,+0.03,5
102/11/21,173000,41090,0.24,0.24,0.23,0.23,-0.04,5
102/11/22,141000,32430,0.23,0.23,0.23,0.23,0.00,3
102/11/25,603000,138860,0.23,0.24,0.22,0.24,+0.01,12
102/11/26,467000,118540,0.24,0.27,0.24,0.27,+0.03,13
102/11/27,60000,15000,0.25,0.25,0.25,0.25,-0.02,2
102/11/28,30000,7500,0.25,0.25,0.25,0.25,0.00,2
102/11/29,31000,7450,0.25,0.25,0.24,0.24,-0.01,3
102/12/02,315000,69300,0.22,0.22,0.22,0.22,-0.02,3
102/12/03,0,0,---,---,---,---,---,0
102/12/04,50000,9500,0.19,0.19,0.19,0.19,-0.02,1
102/12/05,50000,8500,0.17,0.17,0.17,0.17,-0.02,1
102/12/06,114000,21660,0.19,0.19,0.19,0.19,+0.02,2
102/12/09,90000,14400,0.16,0.16,0.16,0.16,-0.03,1
102/12/10,338000,50610,0.16,0.16,0.14,0.14,-0.02,5
