106/03/09,334000,154820,0.50,0.51,0.44,0.51,-0.32,16
106/03/10,373000,190610,0.52,0.56,0.50,0.54,+0.03,16
106/03/13,56000,28560,0.51,0.51,0.51,0.51,-0.03,3
106/03/14,85000,43850,0.51,0.52,0.51,0.52,+0.01,3
106/03/15,180000,101100,0.57,0.58,0.54,0.55,+0.03,5
106/03/16,220000,126300,0.57,0.58,0.56,0.58,+0.03,4
106/03/17,127000,67200,0.53,0.54,0.51,0.54,-0.04,6
106/03/20,40000,20400,0.51,0.51,0.51,0.51,-0.03,1
106/03/21,245000,119950,0.51,0.51,0.47,0.47,-0.04,5
106/03/22,5000,2150,0.43,0.43,0.43,0.43,-0.04,1
106/03/23,70000,33700,0.49,0.49,0.48,0.48,+0.05,2
106/03/24,70000,31500,0.45,0.45,0.45,0.45,-0.03,2
106/03/27,240000,108000,0.45,0.45,0.45,0.45,0.00,4
106/03/28,50000,20000,0.40,0.40,0.40,0.40,-0.05,1
106/03/29,1000,470,0.47,0.47,0.47,0.47,+0.07,1
106/03/30,0,0,---,---,---,---,---,0
106/03/31,0,0,---,---,---,---,---,0
106/04/05,3000,1290,0.43,0.43,0.43,0.43,0.00,2
106/04/06,0,0,---,---,---,---,---,0
106/04/07,0,0,---,---,---,---,---,0
106/04/10,2000,520,0.26,0.26,0.26,0.26,-0.10,1
106/04/11,0,0,---,---,---,---,---,0
106/04/12,33000,4050,0.15,0.15,0.12,0.12,-0.05,2
106/04/13,2000,240,0.12,0.12,0.12,0.12,0.00,1
106/04/14,28000,3320,0.12,0.13,0.11,0.13,+0.01,5
106/04/17,18000,2210,0.13,0.13,0.12,0.12,-0.01,3
106/04/18,10000,1100,0.12,0.12,0.10,0.10,-0.02,2
106/04/19,29000,3060,0.09,0.14,0.09,0.14,+0.04,2
106/04/20,10000,1400,0.16,0.16,0.12,0.12,-0.02,2
106/04/21,0,0,---,---,---,---,---,0
106/04/24,0,0,---,---,---,---,---,0
106/04/25,2000,240,0.12,0.12,0.12,0.12,+0.01,1
106/04/26,2000,220,0.11,0.11,0.11,0.11,-0.01,1
106/04/27,0,0,---,---,---,---,---,0
106/04/28,4000,480,0.12,0.12,0.12,0.12,+0.01,1
106/05/02,4000,440,0.11,0.11,0.11,0.11,-0.01,1
106/05/03,546000,54550,0.10,0.10,0.09,0.09,-0.02,4
106/05/04,259000,31130,0.12,0.13,0.12,0.12,+0.03,3
106/05/05,546000,60060,0.11,0.11,0.11,0.11,-0.01,2
106/05/08,130000,8100,0.07,0.07,0.06,0.06,-0.05,5
106/05/09,13000,550,0.04,0.05,0.04,0.05,-0.01,2
106/05/10,14000,740,0.06,0.06,0.05,0.05,0.00,2
106/05/11,40000,2000,0.05,0.05,0.05,0.05,0.00,3
106/05/12,3000,150,0.05,0.05,0.05,0.05,0.00,1
106/05/15,290000,14100,0.05,0.05,0.04,0.04,-0.01,4
106/05/16,65000,3700,0.06,0.06,0.05,0.05,+0.01,7
106/05/17,0,0,---,---,---,---,---,0
106/05/18,30000,900,0.03,0.03,0.03,0.03,-0.01,3
106/05/19,10000,400,0.04,0.04,0.04,0.04,+0.01,1
106/05/22,0,0,---,---,---,---,---,0
106/05/23,73000,2220,0.03,0.04,0.03,0.03,0.00,7
106/05/24,0,0,---,---,---,---,---,0
106/05/25,0,0,---,---,---,---,---,0
106/05/26,0,0,---,---,---,---,---,0
106/05/31,0,0,---,---,---,---,---,0
106/06/01,0,0,---,---,---,---,---,0
106/06/02,0,0,---,---,---,---,---,0
106/06/03,70000,2100,0.03,0.03,0.03,0.03,+0.01,7
106/06/05,140000,4600,0.03,0.04,0.03,0.04,+0.01,13
106/06/06,170000,5100,0.03,0.03,0.03,0.03,-0.01,9
106/06/07,130000,4800,0.03,0.04,0.03,0.04,+0.01,11
