101/09/25,227000,214320,0.88,0.95,0.88,0.94,+0.11,19
101/09/26,463000,461230,0.95,1.03,0.95,0.98,+0.04,33
101/09/27,1819000,1791750,1.05,1.05,0.94,1.00,+0.02,33
101/09/28,1875000,1897360,1.01,1.07,0.98,1.02,+0.02,25
101/10/01,1694000,1775060,1.03,1.10,1.00,1.03,+0.01,83
101/10/02,1945000,1779130,1.03,1.03,0.87,0.87,-0.16,47
101/10/03,830000,680600,0.84,0.84,0.79,0.79,-0.08,23
101/10/04,1551000,1288330,0.79,0.87,0.79,0.86,+0.07,22
101/10/05,302000,255290,0.85,0.86,0.83,0.83,-0.03,13
101/10/08,791000,668520,0.85,0.86,0.78,0.78,-0.05,10
101/10/09,882000,636020,0.75,0.76,0.68,0.69,-0.09,17
101/10/11,345000,187640,0.58,0.60,0.53,0.57,-0.12,16
101/10/12,303000,178800,0.61,0.62,0.58,0.62,+0.05,6
101/10/15,174000,85810,0.50,0.51,0.47,0.50,-0.12,11
101/10/16,169000,82810,0.49,0.49,0.49,0.49,-0.01,1
101/10/17,204000,114550,0.55,0.59,0.54,0.56,+0.07,15
101/10/18,120000,64900,0.55,0.55,0.53,0.53,-0.03,6
101/10/19,10000,5500,0.55,0.55,0.55,0.55,+0.02,1
101/10/22,0,0,---,---,---,---,---,0
101/10/23,17000,9960,0.58,0.60,0.58,0.60,+0.05,2
101/10/24,1000,480,0.48,0.48,0.48,0.48,-0.12,1
101/10/25,12000,5120,0.41,0.43,0.41,0.43,-0.05,2
101/10/26,273000,89210,0.40,0.40,0.30,0.31,-0.12,17
101/10/29,410000,95700,0.28,0.28,0.21,0.21,-0.10,12
101/10/30,170000,41500,0.28,0.28,0.24,0.24,+0.03,4
101/10/31,10000,2300,0.23,0.23,0.23,0.23,-0.01,1
101/11/01,10000,2300,0.23,0.23,0.23,0.23,0.00,1
101/11/02,11000,2960,0.26,0.27,0.26,0.27,+0.04,2
101/11/05,0,0,---,---,---,---,---,0
101/11/06,0,0,---,---,---,---,---,0
101/11/07,16000,5680,0.28,0.38,0.28,0.38,+0.13,3
101/11/08,100000,37800,0.36,0.41,0.36,0.36,-0.02,6
101/11/09,116000,41700,0.36,0.36,0.33,0.36,0.00,4
101/11/12,0,0,---,---,---,---,---,0
101/11/13,184000,51520,0.28,0.28,0.28,0.28,-0.07,3
101/11/14,0,0,---,---,---,---,---,0
101/11/15,20000,5200,0.26,0.26,0.26,0.26,-0.02,1
101/11/16,0,0,---,---,---,---,---,0
101/11/19,0,0,---,---,---,---,---,0
101/11/20,0,0,---,---,---,---,---,0
101/11/21,0,0,---,---,---,---,---,0
101/11/22,0,0,---,---,---,---,---,0
101/11/23,0,0,---,---,---,---,---,0
101/11/26,10000,3000,0.30,0.30,0.30,0.30,+0.04,1
101/11/27,188000,58590,0.32,0.32,0.31,0.31,+0.01,4
101/11/28,0,0,---,---,---,---,---,0
101/11/29,0,0,---,---,---,---,---,0
101/11/30,0,0,---,---,---,---,---,0
101/12/03,0,0,---,---,---,---,---,0
101/12/04,0,0,---,---,---,---,---,0
101/12/05,34000,10710,0.32,0.33,0.31,0.33,+0.03,3
101/12/06,0,0,---,---,---,---,---,0
101/12/07,6000,1920,0.32,0.32,0.32,0.32,-0.01,1
101/12/10,0,0,---,---,---,---,---,0
101/12/11,0,0,---,---,---,---,---,0
101/12/12,200000,73100,0.37,0.37,0.36,0.37,+0.08,3
101/12/13,10000,4200,0.42,0.42,0.42,0.42,+0.05,1
101/12/14,0,0,---,---,---,---,---,0
101/12/17,0,0,---,---,---,---,---,0
101/12/18,210000,77800,0.37,0.38,0.37,0.37,+0.03,5
101/12/19,210000,89200,0.43,0.43,0.42,0.42,+0.05,5
101/12/20,20000,8000,0.40,0.40,0.40,0.40,-0.02,2
101/12/21,45000,14300,0.30,0.32,0.30,0.32,-0.08,3
101/12/22,35000,12200,0.34,0.35,0.34,0.35,+0.03,4
101/12/24,95000,43750,0.36,0.50,0.36,0.46,+0.11,8
101/12/25,30000,13100,0.41,0.47,0.41,0.47,+0.01,3
101/12/26,25000,11800,0.48,0.48,0.46,0.48,+0.01,3
101/12/27,20000,9300,0.45,0.48,0.45,0.48,0.00,2
101/12/28,20000,9000,0.47,0.47,0.43,0.43,-0.05,2
102/01/02,30000,13100,0.42,0.45,0.42,0.44,+0.01,3
102/01/03,20000,9000,0.46,0.46,0.44,0.44,0.00,2
102/01/04,35000,14650,0.42,0.43,0.41,0.41,-0.03,4
102/01/07,557000,254930,0.45,0.48,0.43,0.43,+0.02,9
102/01/08,1224000,510050,0.43,0.43,0.40,0.40,-0.03,17
102/01/09,426000,171990,0.42,0.42,0.39,0.39,-0.01,5
102/01/10,1338000,425210,0.42,0.42,0.27,0.29,-0.10,22
102/01/11,550000,176580,0.31,0.33,0.30,0.30,+0.01,10
102/01/14,99000,29700,0.30,0.30,0.30,0.30,0.00,1
102/01/15,0,0,---,---,---,---,---,0
102/01/16,20000,5600,0.28,0.28,0.28,0.28,-0.01,1
102/01/17,10000,2300,0.23,0.23,0.23,0.23,-0.05,1
102/01/18,0,0,---,---,---,---,---,0
102/01/21,28000,6160,0.22,0.22,0.22,0.22,-0.01,1
102/01/22,0,0,---,---,---,---,---,0
102/01/23,10000,2500,0.25,0.25,0.25,0.25,+0.01,1
102/01/24,0,0,---,---,---,---,---,0
102/01/25,0,0,---,---,---,---,---,0
102/01/28,16000,3040,0.19,0.19,0.19,0.19,-0.01,1
102/01/29,0,0,---,---,---,---,---,0
102/01/30,0,0,---,---,---,---,---,0
102/01/31,0,0,---,---,---,---,---,0
102/02/01,0,0,---,---,---,---,---,0
102/02/04,135000,29950,0.22,0.23,0.22,0.23,+0.03,3
102/02/05,40000,8000,0.20,0.20,0.20,0.20,-0.03,1
102/02/06,0,0,---,---,---,---,---,0
102/02/18,40000,5200,0.13,0.13,0.13,0.13,-0.08,1
102/02/19,10000,1300,0.13,0.13,0.13,0.13,0.00,1
102/02/20,0,0,---,---,---,---,---,0
102/02/21,1000,130,0.13,0.13,0.13,0.13,0.00,1
102/02/22,0,0,---,---,---,---,---,0
102/02/23,100000,17500,0.20,0.20,0.15,0.15,-0.01,5
102/02/25,0,0,---,---,---,---,---,0
102/02/26,0,0,---,---,---,---,---,0
102/02/27,0,0,---,---,---,---,---,0
102/03/01,7000,560,0.08,0.08,0.08,0.08,0.00,1
102/03/04,0,0,---,---,---,---,---,0
102/03/05,0,0,---,---,---,---,---,0
102/03/06,0,0,---,---,---,---,---,0
102/03/07,0,0,---,---,---,---,---,0
102/03/08,0,0,---,---,---,---,---,0
102/03/11,0,0,---,---,---,---,---,0
102/03/12,0,0,---,---,---,---,---,0
102/03/13,0,0,---,---,---,---,---,0
102/03/14,0,0,---,---,---,---,---,0
102/03/15,0,0,---,---,---,---,---,0
102/03/18,0,0,---,---,---,---,---,0
102/03/19,0,0,---,---,---,---,---,0
102/03/20,0,0,---,---,---,---,---,0
102/03/21,0,0,---,---,---,---,---,0
