104/12/10,2000,3360,1.68,1.68,1.68,1.68,-1.09,1
104/12/11,0,0,---,---,---,---,---,0
104/12/14,2000,2940,1.47,1.47,1.47,1.47,-0.08,1
104/12/15,0,0,---,---,---,---,---,0
104/12/16,73000,120450,1.65,1.65,1.65,1.65,+0.09,1
104/12/17,156000,250430,1.60,1.61,1.60,1.61,-0.04,3
104/12/18,83000,130820,1.54,1.58,1.54,1.58,-0.03,2
104/12/21,0,0,---,---,---,---,---,0
104/12/22,0,0,---,---,---,---,---,0
104/12/23,0,0,---,---,---,---,---,0
104/12/24,0,0,---,---,---,---,---,0
104/12/25,0,0,---,---,---,---,---,0
104/12/28,167000,257180,1.54,1.54,1.54,1.54,+0.03,4
104/12/29,167000,242150,1.45,1.45,1.45,1.45,-0.09,2
104/12/30,0,0,---,---,---,---,---,0
104/12/31,0,0,---,---,---,---,---,0
105/01/04,0,0,---,---,---,---,---,0
105/01/05,0,0,---,---,---,---,---,0
105/01/06,0,0,---,---,---,---,---,0
105/01/07,0,0,---,---,---,---,---,0
105/01/08,0,0,---,---,---,---,---,0
105/01/11,0,0,---,---,---,---,---,0
105/01/12,0,0,---,---,---,---,---,0
105/01/13,0,0,---,---,---,---,---,0
105/01/14,0,0,---,---,---,---,---,0
105/01/15,0,0,---,---,---,---,---,0
105/01/18,0,0,---,---,---,---,---,0
105/01/19,243000,280660,1.15,1.16,1.15,1.16,+0.04,2
105/01/20,243000,320760,1.32,1.32,1.32,1.32,+0.16,1
105/01/21,0,0,---,---,---,---,---,0
105/01/22,0,0,---,---,---,---,---,0
105/01/25,0,0,---,---,---,---,---,0
105/01/26,287000,343840,1.18,1.26,1.18,1.26,+0.10,3
105/01/27,287000,380580,1.34,1.34,1.26,1.26,0.00,2
105/01/28,141000,176550,1.23,1.29,1.23,1.29,+0.03,3
105/01/29,201000,260880,1.28,1.39,1.28,1.39,+0.10,4
105/01/30,60000,86600,1.44,1.45,1.44,1.45,+0.06,2
105/02/01,2000,2760,1.39,1.39,1.37,1.37,-0.08,2
105/02/02,2000,2470,1.25,1.25,1.22,1.22,-0.15,2
105/02/03,4000,4730,1.21,1.21,1.16,1.18,-0.04,3
105/02/15,1000,1110,1.11,1.11,1.11,1.11,-0.07,1
105/02/16,10000,11000,1.10,1.10,1.10,1.10,-0.01,1
105/02/17,144000,158070,1.10,1.13,1.07,1.07,-0.03,7
105/02/18,142000,156200,1.10,1.10,1.10,1.10,+0.03,3
105/02/19,57000,69830,1.19,1.24,1.15,1.15,+0.05,7
105/02/22,63000,67400,1.12,1.12,0.99,1.00,-0.15,7
105/02/23,64000,59020,0.98,0.98,0.89,0.89,-0.11,8
105/02/24,32000,26320,0.83,0.83,0.81,0.81,-0.08,3
105/02/25,40000,31800,0.78,0.81,0.78,0.81,0.00,2
105/02/26,5000,4150,0.83,0.83,0.83,0.83,+0.02,1
105/03/01,73000,66280,0.86,0.98,0.86,0.98,+0.15,8
105/03/02,24000,24190,1.02,1.02,0.99,0.99,+0.01,4
105/03/03,10000,9400,0.93,0.95,0.93,0.95,-0.04,2
105/03/04,0,0,---,---,---,---,---,0
105/03/07,5000,4650,0.93,0.93,0.93,0.93,-0.01,1
105/03/08,0,0,---,---,---,---,---,0
105/03/09,0,0,---,---,---,---,---,0
105/03/10,308000,300290,0.97,0.98,0.97,0.98,+0.05,2
105/03/11,308000,292600,0.95,0.95,0.95,0.95,-0.03,1
105/03/14,0,0,---,---,---,---,---,0
105/03/15,0,0,---,---,---,---,---,0
105/03/16,0,0,---,---,---,---,---,0
105/03/17,0,0,---,---,---,---,---,0
105/03/18,0,0,---,---,---,---,---,0
105/03/21,0,0,---,---,---,---,---,0
105/03/22,0,0,---,---,---,---,---,0
105/03/23,15000,12000,0.80,0.80,0.80,0.80,+0.01,1
105/03/24,0,0,---,---,---,---,---,0
105/03/25,15000,11100,0.74,0.74,0.74,0.74,-0.03,1
105/03/28,0,0,---,---,---,---,---,0
105/03/29,0,0,---,---,---,---,---,0
105/03/30,0,0,---,---,---,---,---,0
105/03/31,0,0,---,---,---,---,---,0
105/04/01,0,0,---,---,---,---,---,0
