103/12/11,299000,421590,1.41,1.41,1.41,1.41,0.00,1
103/12/12,319000,462370,1.47,1.47,1.37,1.37,-0.04,4
103/12/15,736000,1047670,1.34,1.50,1.34,1.50,+0.13,6
103/12/16,902000,1373400,1.55,1.55,1.33,1.33,-0.17,8
103/12/17,421000,561200,1.34,1.35,1.31,1.35,+0.02,7
103/12/18,660000,887900,1.28,1.40,1.28,1.40,+0.05,6
103/12/19,461000,600340,1.31,1.34,1.30,1.34,-0.06,6
103/12/22,502000,493960,0.98,1.00,0.98,0.98,-0.36,5
103/12/23,1106000,1159150,1.03,1.10,1.02,1.06,+0.08,10
103/12/24,1386000,1438160,1.07,1.09,1.00,1.09,+0.03,15
103/12/25,1037000,1061450,1.02,1.05,1.01,1.02,-0.07,8
103/12/26,469000,425840,0.89,0.94,0.88,0.93,-0.09,6
103/12/27,552000,572480,1.01,1.07,1.00,1.07,+0.14,8
103/12/29,1537000,1675000,1.06,1.14,1.06,1.14,+0.07,20
103/12/30,1386000,1507930,1.10,1.12,0.98,0.99,-0.15,16
103/12/31,177000,182540,1.04,1.04,1.02,1.02,+0.03,3
104/01/05,0,0,---,---,---,---,---,0
104/01/06,0,0,---,---,---,---,---,0
104/01/07,10000,9300,0.93,0.93,0.93,0.93,0.00,1
104/01/08,142000,123540,0.87,0.87,0.87,0.87,-0.06,2
104/01/09,142000,124950,0.88,0.88,0.87,0.88,+0.01,3
104/01/12,0,0,---,---,---,---,---,0
104/01/13,155000,124000,0.80,0.80,0.80,0.80,+0.03,2
104/01/14,837000,705440,0.83,0.92,0.82,0.92,+0.12,7
104/01/15,1097000,1131450,1.01,1.08,1.01,1.04,+0.12,6
104/01/16,238000,236500,1.00,1.00,0.91,0.91,-0.13,4
104/01/19,233000,213370,0.95,0.95,0.89,0.89,-0.02,2
104/01/20,273000,250030,0.91,0.93,0.90,0.93,+0.04,3
104/01/21,103000,103150,1.00,1.05,1.00,1.05,+0.12,2
104/01/22,133000,130910,0.98,1.00,0.97,1.00,-0.05,3
104/01/23,227000,235950,1.05,1.05,0.97,0.97,-0.03,4
104/01/26,10000,9930,1.00,1.00,0.99,0.99,+0.02,2
104/01/27,0,0,---,---,---,---,---,0
104/01/28,8000,8000,1.00,1.00,1.00,1.00,+0.02,1
104/01/29,8000,7200,0.90,0.90,0.90,0.90,-0.10,1
104/01/30,0,0,---,---,---,---,---,0
104/02/02,0,0,---,---,---,---,---,0
104/02/03,10000,7200,0.72,0.72,0.72,0.72,0.00,1
104/02/04,0,0,---,---,---,---,---,0
104/02/05,0,0,---,---,---,---,---,0
104/02/06,50000,31000,0.62,0.62,0.62,0.62,-0.04,1
104/02/09,0,0,---,---,---,---,---,0
104/02/10,0,0,---,---,---,---,---,0
104/02/11,10000,6100,0.61,0.61,0.61,0.61,-0.02,1
104/02/12,0,0,---,---,---,---,---,0
104/02/13,0,0,---,---,---,---,---,0
104/02/24,0,0,---,---,---,---,---,0
104/02/25,0,0,---,---,---,---,---,0
104/02/26,0,0,---,---,---,---,---,0
104/03/02,0,0,---,---,---,---,---,0
104/03/03,0,0,---,---,---,---,---,0
104/03/04,0,0,---,---,---,---,---,0
104/03/05,0,0,---,---,---,---,---,0
104/03/06,0,0,---,---,---,---,---,0
