103/10/06,0,0,---,---,---,---,---,0
103/10/07,1000,610,0.61,0.61,0.61,0.61,0.00,1
103/10/08,0,0,---,---,---,---,---,0
103/10/09,1000,560,0.56,0.56,0.56,0.56,-0.04,1
103/10/13,0,0,---,---,---,---,---,0
103/10/14,35000,15250,0.43,0.45,0.43,0.45,+0.01,4
103/10/15,25000,11000,0.45,0.45,0.40,0.40,-0.05,2
103/10/16,0,0,---,---,---,---,---,0
103/10/17,0,0,---,---,---,---,---,0
103/10/20,0,0,---,---,---,---,---,0
103/10/21,693000,266570,0.37,0.39,0.37,0.39,+0.06,10
103/10/22,379000,148660,0.42,0.42,0.38,0.39,0.00,9
103/10/23,1079000,386690,0.38,0.38,0.35,0.36,-0.03,8
103/10/24,2152000,861070,0.38,0.42,0.38,0.39,+0.03,53
103/10/27,616000,236840,0.41,0.41,0.34,0.39,0.00,17
103/10/28,80000,31280,0.38,0.40,0.38,0.40,+0.01,8
103/10/29,441000,206730,0.44,0.60,0.44,0.60,+0.20,17
103/10/30,445000,303850,0.58,0.88,0.58,0.88,+0.28,35
103/10/31,2505000,1973090,0.93,1.16,0.71,0.79,-0.09,132
103/11/03,2502000,1833090,0.76,0.90,0.66,0.80,+0.01,64
103/11/04,2029000,1570120,0.85,0.85,0.73,0.75,-0.05,83
103/11/05,1523000,1142270,0.77,0.81,0.72,0.74,-0.01,66
103/11/06,857000,590590,0.75,0.78,0.66,0.73,-0.01,32
103/11/07,5266000,3444730,0.64,0.73,0.61,0.71,-0.02,136
103/11/10,7862000,5590910,0.70,0.84,0.68,0.72,+0.01,188
103/11/11,5636000,3859610,0.75,0.75,0.65,0.66,-0.06,174
103/11/12,8109000,5261070,0.66,0.69,0.63,0.64,-0.02,258
103/11/13,7825000,4833920,0.64,0.65,0.58,0.61,-0.03,176
103/11/14,3879000,2273010,0.61,0.63,0.56,0.57,-0.04,65
103/11/17,1864000,926940,0.56,0.56,0.47,0.50,-0.07,47
103/11/18,1330000,596500,0.45,0.47,0.39,0.41,-0.09,35
103/11/19,1809000,907570,0.41,0.56,0.41,0.55,+0.14,69
103/11/20,3343000,2067380,0.56,0.71,0.53,0.69,+0.14,97
103/11/21,3280000,2620820,0.73,0.84,0.73,0.79,+0.10,107
103/11/24,725000,547370,0.80,0.83,0.72,0.72,-0.07,30
103/11/25,882000,749400,0.72,1.00,0.72,0.93,+0.21,58
103/11/26,1168000,982990,0.91,0.91,0.83,0.83,-0.10,40
103/11/27,912000,736470,0.87,0.87,0.75,0.76,-0.07,36
103/11/28,573000,473910,0.76,0.91,0.76,0.89,+0.13,31
103/12/01,778000,696290,0.85,0.94,0.84,0.87,-0.02,42
103/12/02,431000,346610,0.87,0.89,0.74,0.76,-0.11,31
103/12/03,302000,257430,0.87,0.92,0.83,0.85,+0.09,19
103/12/04,866000,737260,0.91,0.91,0.83,0.83,-0.02,33
103/12/05,874000,736810,0.84,0.85,0.83,0.83,0.00,19
103/12/08,493000,409420,0.87,0.87,0.82,0.83,0.00,12
103/12/09,130000,102850,0.80,0.80,0.79,0.79,-0.04,6
103/12/10,11000,8520,0.76,0.80,0.76,0.77,-0.02,3
103/12/11,46000,37120,0.83,0.83,0.79,0.81,+0.04,5
103/12/12,71000,57590,0.83,0.84,0.80,0.81,0.00,5
103/12/15,389000,303400,0.77,0.81,0.77,0.78,-0.03,8
103/12/16,656000,487610,0.81,0.81,0.71,0.71,-0.07,13
103/12/17,101000,71200,0.70,0.71,0.70,0.71,0.00,3
103/12/18,225000,163550,0.73,0.73,0.70,0.70,-0.01,7
103/12/19,260000,177450,0.70,0.70,0.64,0.70,0.00,7
103/12/22,305000,203700,0.65,0.69,0.65,0.69,-0.01,11
103/12/23,1436000,1062510,0.70,0.77,0.69,0.74,+0.05,28
103/12/24,440000,309310,0.73,0.73,0.68,0.69,-0.05,16
103/12/25,535000,358730,0.68,0.68,0.66,0.66,-0.03,11
103/12/26,558000,381100,0.67,0.72,0.67,0.68,+0.02,14
103/12/27,463000,311510,0.68,0.68,0.66,0.67,-0.01,14
103/12/29,94000,63040,0.69,0.69,0.65,0.65,-0.02,7
103/12/30,1470000,1048210,0.69,0.75,0.69,0.71,+0.06,52
103/12/31,600000,415750,0.70,0.70,0.67,0.68,-0.03,18
104/01/05,390000,257320,0.70,0.70,0.64,0.64,-0.04,13
104/01/06,633000,378080,0.61,0.62,0.57,0.58,-0.06,20
104/01/07,377000,217470,0.56,0.58,0.56,0.58,0.00,13
104/01/08,363000,206010,0.57,0.61,0.55,0.61,+0.03,15
104/01/09,349000,197390,0.58,0.59,0.55,0.56,-0.05,18
104/01/12,127000,68850,0.55,0.55,0.54,0.54,-0.02,5
104/01/13,43000,22790,0.53,0.53,0.53,0.53,-0.01,1
104/01/14,501000,283800,0.57,0.58,0.56,0.56,+0.03,10
104/01/15,102000,55450,0.57,0.57,0.54,0.54,-0.02,6
104/01/16,930000,537250,0.56,0.61,0.56,0.59,+0.05,34
104/01/19,699000,425550,0.65,0.65,0.59,0.59,0.00,25
104/01/20,60000,33900,0.57,0.57,0.55,0.57,-0.02,5
104/01/21,89000,50860,0.57,0.58,0.57,0.57,0.00,7
104/01/22,118000,67450,0.57,0.60,0.55,0.55,-0.02,9
104/01/23,138000,78710,0.58,0.58,0.55,0.55,0.00,4
104/01/26,596000,342520,0.57,0.60,0.57,0.58,+0.03,9
104/01/27,19000,10830,0.57,0.57,0.57,0.57,-0.01,2
104/01/28,75000,41690,0.56,0.56,0.55,0.56,-0.01,6
104/01/29,115000,58650,0.51,0.51,0.51,0.51,-0.05,7
104/01/30,152000,81980,0.53,0.54,0.53,0.54,+0.03,8
104/02/02,110000,59000,0.55,0.55,0.52,0.52,-0.02,2
104/02/03,94000,48600,0.52,0.54,0.50,0.51,-0.01,7
104/02/04,1511000,854620,0.54,0.60,0.54,0.57,+0.06,41
104/02/05,361000,188790,0.52,0.54,0.52,0.53,-0.04,9
104/02/06,84000,44480,0.53,0.53,0.52,0.53,0.00,4
104/02/09,209000,103920,0.50,0.50,0.48,0.50,-0.03,6
104/02/10,40000,19500,0.48,0.49,0.48,0.49,-0.01,3
104/02/11,408000,192810,0.49,0.50,0.45,0.45,-0.04,13
104/02/12,352000,148580,0.43,0.43,0.41,0.43,-0.02,10
104/02/13,465000,205350,0.47,0.47,0.43,0.43,0.00,13
104/02/24,80000,35650,0.46,0.46,0.43,0.44,+0.01,5
104/02/25,450000,189000,0.42,0.42,0.42,0.42,-0.02,4
104/02/26,417000,166750,0.40,0.40,0.39,0.40,-0.02,9
104/03/02,190000,69100,0.39,0.39,0.35,0.36,-0.04,9
104/03/03,220000,77700,0.37,0.37,0.33,0.35,-0.01,6
104/03/04,100000,35500,0.35,0.36,0.35,0.36,+0.01,3
104/03/05,1792000,703720,0.31,0.59,0.30,0.43,+0.07,36
104/03/06,1138000,446290,0.40,0.40,0.38,0.38,-0.05,19
104/03/09,449000,148520,0.38,0.38,0.31,0.33,-0.05,14
104/03/10,524000,159490,0.30,0.31,0.28,0.28,-0.05,8
104/03/11,430000,113100,0.27,0.27,0.26,0.27,-0.01,8
104/03/12,85000,23500,0.27,0.28,0.27,0.28,+0.01,3
104/03/13,254000,66040,0.26,0.26,0.26,0.26,-0.02,4
104/03/16,610000,157700,0.25,0.28,0.25,0.26,0.00,4
104/03/17,521000,126540,0.26,0.26,0.23,0.23,-0.03,13
104/03/18,130000,31850,0.25,0.26,0.24,0.24,+0.01,4
104/03/19,65000,14950,0.23,0.23,0.23,0.23,-0.01,2
104/03/20,280000,60300,0.22,0.23,0.21,0.23,0.00,8
104/03/23,110000,23100,0.21,0.21,0.21,0.21,-0.02,1
104/03/24,600000,106550,0.21,0.21,0.17,0.17,-0.04,7
104/03/25,1057000,151820,0.16,0.16,0.14,0.14,-0.03,7
104/03/26,310000,40300,0.13,0.13,0.13,0.13,-0.01,6
104/03/27,20000,2600,0.13,0.13,0.13,0.13,0.00,1
104/03/30,20000,2000,0.10,0.10,0.10,0.10,-0.03,1
104/03/31,1588000,158800,0.10,0.10,0.10,0.10,0.00,7
104/04/01,0,0,---,---,---,---,---,0
104/04/02,130000,9100,0.07,0.07,0.07,0.07,-0.01,2
104/04/07,0,0,---,---,---,---,---,0
104/04/08,100000,5000,0.05,0.05,0.05,0.05,-0.01,1
104/04/09,10000,700,0.07,0.07,0.07,0.07,+0.02,1
104/04/10,30000,1500,0.05,0.05,0.05,0.05,-0.02,1
104/04/13,100000,9200,0.08,0.11,0.08,0.11,+0.06,5
104/04/14,80000,7200,0.09,0.09,0.09,0.09,-0.02,3
