107/06/08,85000,120270,1.42,1.42,1.41,1.41,+0.06,2
107/06/12,1560000,2398340,1.51,1.66,1.46,1.58,+0.21,32
107/09/07,0,0,---,---,---,---,---,0
107/09/12,0,0,---,---,---,---,---,0
107/09/13,0,0,---,---,---,---,---,0
107/09/19,0,0,---,---,---,---,---,0
107/09/20,0,0,---,---,---,---,---,0
107/09/25,0,0,---,---,---,---,---,0
107/10/01,1000,2400,2.40,2.40,2.40,2.40,+0.32,1
107/10/02,0,0,---,---,---,---,---,0
107/10/03,2000,3980,1.99,1.99,1.99,1.99,-0.05,1
107/10/04,0,0,---,---,---,---,---,0
107/10/05,0,0,---,---,---,---,---,0
107/10/08,0,0,---,---,---,---,---,0
107/10/09,107000,98580,0.94,0.94,0.92,0.92,-0.22,2
107/10/12,250000,107500,0.51,0.51,0.31,0.51,+0.13,3
107/10/15,451000,254660,0.51,0.68,0.46,0.68,+0.17,22
107/10/17,228000,179980,0.86,0.86,0.73,0.77,+0.05,15
107/10/19,30000,16700,0.55,0.60,0.54,0.60,-0.02,4
107/10/25,507000,515180,0.89,1.25,0.89,1.25,+0.39,12
107/10/26,631000,870230,1.60,1.60,0.96,0.97,-0.28,53
107/10/31,287000,309430,1.04,1.19,1.01,1.11,+0.18,21
107/11/01,260000,316900,1.06,1.36,1.06,1.20,+0.09,23
107/11/02,49000,62100,1.27,1.35,1.14,1.28,+0.08,7
107/11/05,0,0,---,---,---,---,---,0
107/11/06,0,0,---,---,---,---,---,0
107/11/08,1000,1510,1.51,1.51,1.51,1.51,+0.23,1
107/11/09,0,0,---,---,---,---,---,0
107/11/12,0,0,---,---,---,---,---,0
107/11/13,290000,304700,1.06,1.06,1.03,1.03,-0.47,2
107/11/14,0,0,---,---,---,---,---,0
107/11/16,0,0,---,---,---,---,---,0
107/11/19,700000,777000,1.09,1.12,1.09,1.11,-0.07,7
107/11/20,0,0,---,---,---,---,---,0
107/11/21,1000,1050,1.05,1.05,1.05,1.05,-0.06,1
