105/08/04,0,0,---,---,---,---,---,0
105/08/05,437000,900960,2.03,2.13,2.03,2.13,+0.12,9
105/08/08,466000,965470,2.06,2.09,2.06,2.08,-0.05,7
105/08/09,29000,58870,2.03,2.03,2.03,2.03,-0.05,1
105/08/10,132000,266520,1.98,2.02,1.98,2.02,-0.01,3
105/08/11,441000,907360,2.05,2.09,2.01,2.09,+0.07,10
105/08/12,336000,686870,2.02,2.11,2.02,2.11,+0.02,7
105/08/15,625000,1403150,2.14,2.27,2.14,2.27,+0.16,11
105/08/16,648000,1419160,2.16,2.21,2.16,2.17,-0.10,20
105/08/17,327000,724800,2.20,2.25,2.20,2.25,+0.08,6
105/08/18,511000,1132260,2.22,2.24,2.18,2.18,-0.07,11
105/08/19,293000,635450,2.15,2.20,2.15,2.20,+0.02,7
105/08/22,110000,243700,2.21,2.22,2.21,2.22,+0.02,2
105/08/23,216000,483700,2.22,2.25,2.22,2.25,+0.03,4
105/08/24,540000,1217120,2.22,2.29,2.21,2.28,+0.03,11
105/08/25,565000,1257350,2.25,2.25,2.20,2.20,-0.08,10
105/08/26,384000,843210,2.18,2.23,2.18,2.23,+0.03,9
105/08/29,323000,716160,2.23,2.23,2.17,2.17,-0.06,10
105/08/30,9000,19440,2.16,2.16,2.16,2.16,-0.01,1
105/08/31,50000,105000,2.10,2.10,2.10,2.10,-0.06,1
105/09/01,50000,105000,2.10,2.10,2.10,2.10,0.00,1
105/09/02,57000,119270,2.11,2.11,2.09,2.09,-0.01,2
105/09/05,77000,158880,2.04,2.08,2.04,2.08,-0.01,4
105/09/06,481000,1000750,2.05,2.12,2.05,2.09,+0.01,8
105/09/07,484000,969950,2.04,2.04,1.80,1.85,-0.24,18
105/09/08,13000,23010,1.77,1.77,1.77,1.77,-0.08,2
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,71000,119990,1.69,1.69,1.69,1.69,-0.06,1
105/09/13,505000,853820,1.66,1.72,1.66,1.70,+0.01,9
105/09/14,434000,708490,1.66,1.66,1.62,1.66,-0.04,13
105/09/19,0,0,---,---,---,---,---,0
105/09/20,671000,949480,1.41,1.43,1.39,1.40,-0.24,10
105/09/21,660000,863780,1.28,1.37,1.28,1.37,-0.03,14
105/09/22,223000,303880,1.40,1.40,1.36,1.36,-0.01,6
105/09/23,480000,628760,1.26,1.36,1.26,1.35,-0.01,15
105/09/26,683000,940020,1.35,1.40,1.33,1.40,+0.05,32
105/09/29,512000,684040,1.34,1.37,1.31,1.33,-0.07,24
105/09/30,162000,222270,1.34,1.39,1.34,1.36,+0.03,14
105/10/03,102000,138730,1.34,1.38,1.32,1.38,+0.02,4
105/10/04,273000,371090,1.32,1.38,1.32,1.38,0.00,7
105/10/05,219000,288880,1.32,1.32,1.31,1.31,-0.07,4
105/10/06,264000,330890,1.27,1.27,1.25,1.26,-0.05,6
105/10/07,30000,37800,1.26,1.26,1.26,1.26,0.00,1
105/10/11,438000,574600,1.19,1.41,1.19,1.25,-0.01,13
105/10/12,365000,455510,1.24,1.29,1.24,1.26,+0.01,9
105/10/13,105000,133320,1.25,1.28,1.25,1.28,+0.02,3
