106/03/13,0,0,---,---,---,---,---,0
106/03/14,377000,479090,1.26,1.31,1.26,1.27,+0.04,9
106/03/15,1189000,1646160,1.33,1.47,1.30,1.39,+0.12,42
106/03/16,1139000,1517080,1.35,1.37,1.29,1.33,-0.06,40
106/03/17,107000,138390,1.32,1.32,1.29,1.29,-0.04,8
106/03/20,432000,575880,1.25,1.39,1.25,1.34,+0.05,19
106/03/21,1571000,2345940,1.39,1.60,1.34,1.45,+0.11,77
106/03/22,1507000,2067930,1.35,1.44,1.32,1.36,-0.09,68
106/03/23,944000,1289850,1.39,1.41,1.31,1.31,-0.05,40
106/03/24,1465000,2081600,1.36,1.47,1.36,1.40,+0.09,69
106/03/27,2042000,2367930,1.40,1.40,0.97,0.97,-0.43,75
106/03/28,1734000,1324090,0.87,0.93,0.66,0.70,-0.27,50
106/03/29,3498000,2191950,0.72,0.72,0.55,0.70,0.00,88
106/03/30,842000,578420,0.69,0.70,0.66,0.67,-0.03,19
106/03/31,2971000,1856200,0.65,0.67,0.59,0.61,-0.06,35
106/04/05,2706000,1704590,0.60,0.68,0.58,0.64,+0.03,30
106/04/06,1056000,681570,0.63,0.68,0.61,0.63,-0.01,26
106/04/07,3207000,2016230,0.64,0.65,0.62,0.64,+0.01,47
106/04/10,1177000,752910,0.66,0.68,0.60,0.60,-0.04,28
106/04/11,595000,385510,0.63,0.70,0.63,0.63,+0.03,24
106/04/12,572000,348800,0.64,0.64,0.58,0.58,-0.05,19
106/04/13,650000,276250,0.48,0.48,0.39,0.39,-0.19,19
106/04/14,428000,115890,0.32,0.33,0.24,0.24,-0.15,26
106/04/17,451000,157790,0.34,0.40,0.30,0.38,+0.14,34
106/04/18,125000,52950,0.36,0.47,0.36,0.44,+0.06,11
106/04/19,183000,73960,0.38,0.42,0.37,0.41,-0.03,11
106/04/20,231000,88020,0.41,0.41,0.38,0.38,-0.03,6
106/04/21,240000,92300,0.39,0.39,0.37,0.37,-0.01,15
106/04/24,25000,9600,0.39,0.39,0.36,0.36,-0.01,2
106/04/25,196000,69300,0.35,0.38,0.35,0.38,+0.02,5
106/04/26,95000,38050,0.41,0.42,0.39,0.41,+0.03,6
106/04/27,140000,54000,0.39,0.39,0.37,0.37,-0.04,9
106/04/28,409000,175290,0.41,0.46,0.40,0.41,+0.04,24
106/05/02,200000,79800,0.40,0.40,0.39,0.40,-0.01,8
106/05/03,105000,44760,0.43,0.44,0.40,0.40,0.00,9
106/05/04,470000,241850,0.43,0.65,0.43,0.65,+0.25,19
106/05/05,493000,335770,0.66,0.78,0.62,0.69,+0.04,28
106/05/08,487000,367920,0.72,0.79,0.72,0.72,+0.03,17
106/05/09,235000,148760,0.65,0.65,0.56,0.56,-0.16,13
106/05/10,117000,66800,0.56,0.60,0.56,0.58,+0.02,7
106/05/11,401000,250620,0.65,0.65,0.55,0.55,-0.03,14
106/05/12,339000,159530,0.48,0.50,0.45,0.46,-0.09,14
106/05/15,75000,32540,0.44,0.45,0.42,0.42,-0.04,6
106/05/16,71000,33600,0.46,0.49,0.45,0.46,+0.04,5
106/05/17,60000,27300,0.44,0.47,0.44,0.47,+0.01,2
106/05/18,345000,182850,0.53,0.55,0.51,0.51,+0.04,5
106/05/19,1245000,692350,0.52,0.60,0.48,0.59,+0.08,24
106/05/22,2686000,2042100,0.76,0.93,0.70,0.93,+0.34,89
106/05/23,2112000,1768400,0.87,0.89,0.77,0.80,-0.13,78
106/05/24,2274000,2135470,0.80,1.06,0.80,0.94,+0.14,91
106/05/25,1527000,1387680,0.94,0.96,0.86,0.92,-0.02,62
106/05/26,817000,731320,0.96,0.96,0.87,0.88,-0.04,28
106/05/31,1241000,988660,0.88,0.88,0.73,0.77,-0.11,28
106/06/01,1270000,950140,0.77,0.80,0.68,0.80,+0.03,33
106/06/02,2451000,2086110,0.81,0.92,0.76,0.90,+0.10,73
106/06/03,1144000,958400,0.86,0.86,0.82,0.82,-0.08,39
106/06/05,241000,196230,0.86,0.86,0.79,0.80,-0.02,9
106/06/06,484000,398480,0.84,0.84,0.76,0.76,-0.04,18
106/06/07,616000,494200,0.80,0.85,0.72,0.84,+0.08,17
106/06/08,113000,90610,0.83,0.83,0.78,0.78,-0.06,9
