107/01/10,0,0,---,---,---,---,---,0
107/01/11,0,0,---,---,---,---,---,0
107/01/12,22000,21500,0.98,1.00,0.97,0.97,+0.11,5
107/01/15,98000,100330,1.00,1.08,1.00,1.01,+0.04,9
107/01/16,6000,5760,0.96,0.96,0.96,0.96,-0.05,1
107/01/17,15000,13100,0.88,0.88,0.87,0.87,-0.09,2
107/01/18,109000,105400,0.90,0.99,0.90,0.99,+0.12,4
107/01/19,119000,113280,0.95,0.97,0.91,0.93,-0.06,26
107/01/22,424000,411370,0.95,0.99,0.94,0.95,+0.02,10
107/01/23,459000,428460,0.96,0.96,0.86,0.86,-0.09,14
107/01/24,5000,4250,0.85,0.85,0.85,0.85,-0.01,1
107/01/26,10000,8300,0.83,0.83,0.83,0.83,-0.04,1
107/01/31,24000,20820,0.79,0.92,0.79,0.92,+0.16,3
107/02/01,260000,234650,0.96,0.96,0.89,0.90,-0.02,8
107/02/02,403000,352740,0.86,0.89,0.84,0.87,-0.03,24
107/02/05,210000,153700,0.73,0.77,0.73,0.77,-0.10,5
107/02/06,14000,9100,0.65,0.65,0.65,0.65,-0.12,1
107/02/12,11000,7710,0.72,0.72,0.67,0.70,+0.02,3
107/02/21,14000,9920,0.70,0.71,0.70,0.71,+0.01,3
107/02/23,0,0,---,---,---,---,---,0
107/02/26,24000,16680,0.72,0.72,0.69,0.69,-0.01,2
107/02/27,183000,134420,0.73,0.74,0.73,0.74,+0.05,2
107/03/01,1928000,1469490,0.62,0.85,0.62,0.85,+0.11,44
107/03/02,1460000,1164240,0.78,0.84,0.76,0.82,-0.03,36
107/03/05,1726000,1452280,0.83,0.87,0.74,0.74,-0.08,79
107/03/07,998000,743380,0.74,0.79,0.71,0.75,-0.01,30
107/03/09,201000,137710,0.71,0.71,0.68,0.69,-0.02,4
107/03/12,221000,157500,0.70,0.72,0.70,0.71,+0.02,4
107/03/13,671000,462370,0.70,0.70,0.68,0.69,-0.02,10
107/03/14,699000,543270,0.79,0.81,0.76,0.77,+0.08,15
107/03/15,124000,86100,0.70,0.71,0.69,0.70,-0.07,12
107/03/16,187000,121670,0.68,0.68,0.65,0.65,-0.05,4
107/03/19,42000,27680,0.66,0.66,0.64,0.64,-0.01,3
107/03/20,0,0,---,---,---,---,---,0
107/03/21,272000,187340,0.67,0.70,0.67,0.68,+0.03,6
107/03/22,1750000,1418100,0.69,0.89,0.69,0.74,+0.06,49
107/03/23,699000,458520,0.66,0.68,0.64,0.68,-0.06,30
107/03/26,187000,136030,0.72,0.75,0.71,0.73,+0.05,12
107/03/27,2672000,2481870,0.77,1.13,0.74,0.93,+0.20,106
107/03/28,1606000,1361630,0.82,0.90,0.80,0.81,-0.12,74
107/03/29,268000,224000,0.83,0.91,0.80,0.82,+0.01,23
107/03/30,2078000,1864840,0.84,0.96,0.78,0.95,+0.13,67
107/03/31,2834000,2670160,0.98,1.04,0.82,0.85,-0.10,178
107/04/02,1707000,1439610,0.85,0.87,0.77,0.79,-0.06,48
107/04/03,793000,617490,0.72,0.82,0.72,0.79,0.00,23
107/04/09,733000,562130,0.80,0.80,0.74,0.78,-0.01,18
107/04/10,862000,715220,0.85,0.86,0.79,0.79,+0.01,16
107/04/11,934000,864730,0.92,0.96,0.85,0.95,+0.16,42
107/04/12,742000,732530,0.95,1.05,0.86,0.86,-0.09,33
107/04/13,726000,659010,0.93,0.93,0.87,0.93,+0.07,42
107/04/16,2644000,2975530,0.97,1.36,0.95,1.09,+0.16,95
107/04/17,2714000,3179920,1.15,1.30,0.97,1.00,-0.09,134
107/04/18,1913000,2052490,1.07,1.11,0.99,1.07,+0.07,51
107/04/20,2115000,2558640,1.17,1.25,1.16,1.24,-0.05,70
107/04/23,1528000,1956080,1.31,1.37,1.11,1.19,-0.05,63
107/04/24,720000,662650,1.14,1.15,0.60,0.81,-0.38,48
107/04/25,182000,157000,0.77,0.94,0.77,0.91,+0.10,20
107/04/27,177000,130770,0.75,0.79,0.69,0.79,+0.05,14
107/04/30,222000,163150,0.76,0.77,0.72,0.74,-0.05,18
107/05/04,171000,121740,0.75,0.75,0.69,0.70,+0.03,13
107/05/07,845000,641830,0.69,0.82,0.68,0.81,+0.11,22
107/05/08,252000,195120,0.81,0.81,0.71,0.71,-0.10,13
107/05/09,255000,188500,0.72,0.77,0.70,0.72,+0.01,20
107/05/10,888000,682950,0.75,0.82,0.72,0.82,+0.10,34
107/05/11,1794000,1252220,0.82,0.86,0.58,0.59,-0.23,49
107/05/15,222000,127530,0.60,0.60,0.54,0.54,-0.08,16
107/05/16,280000,150200,0.54,0.55,0.52,0.55,+0.01,12
107/05/17,1581000,529960,0.55,0.55,0.26,0.33,-0.22,50
107/05/18,279000,96960,0.36,0.36,0.33,0.34,+0.01,7
107/05/21,188000,67580,0.36,0.36,0.35,0.36,+0.02,7
107/05/22,207000,79790,0.40,0.40,0.36,0.37,+0.01,5
107/05/24,400000,189600,0.43,0.50,0.43,0.48,+0.03,11
107/05/25,1930000,1198640,0.51,0.87,0.43,0.78,+0.30,76
107/05/29,2299000,2372140,1.30,1.30,0.90,0.94,-0.38,95
107/05/30,1018000,928010,0.75,1.11,0.72,1.10,+0.16,43
107/05/31,1307000,1652690,1.29,1.54,1.06,1.28,+0.18,69
