104/05/06,200000,222000,1.11,1.11,1.11,1.11,0.00,2
104/05/07,175000,180620,1.05,1.05,1.00,1.02,-0.09,7
104/05/08,95000,90790,0.96,0.98,0.95,0.98,-0.04,5
104/05/11,308000,293320,1.01,1.01,0.95,0.95,-0.03,2
104/05/12,100000,84000,0.84,0.84,0.84,0.84,-0.11,1
104/05/13,100000,88980,0.90,0.90,0.87,0.87,+0.03,4
104/05/14,137000,134230,1.01,1.01,0.95,0.95,+0.08,2
104/05/15,180000,172570,0.96,0.97,0.94,0.95,0.00,5
104/05/18,13000,12090,0.93,0.93,0.93,0.93,-0.02,2
104/05/19,172000,167460,0.93,0.99,0.93,0.98,+0.05,4
104/05/20,637000,678490,1.04,1.09,1.03,1.06,+0.08,17
104/05/21,509000,498080,0.99,0.99,0.90,0.98,-0.08,9
104/05/22,45000,43330,0.98,0.98,0.91,0.91,-0.07,3
104/05/25,39000,33450,0.88,0.88,0.85,0.85,-0.06,2
104/05/26,79000,69810,0.89,0.89,0.88,0.88,+0.03,2
104/05/27,225000,197250,0.85,0.90,0.85,0.90,+0.02,7
104/05/28,126000,107820,0.86,0.86,0.82,0.82,-0.08,4
104/05/29,15000,12800,0.86,0.86,0.85,0.85,+0.03,2
104/06/01,208000,181570,0.86,0.91,0.86,0.89,+0.04,6
104/06/02,703000,637900,0.86,0.97,0.86,0.92,+0.03,19
104/06/03,1228000,1110440,0.95,0.96,0.75,0.75,-0.17,19
104/06/04,626000,456120,0.75,0.75,0.67,0.67,-0.08,5
104/06/05,91000,57010,0.64,0.64,0.61,0.61,-0.06,4
104/06/08,0,0,---,---,---,---,---,0
104/06/09,22000,12980,0.59,0.59,0.59,0.59,-0.02,1
104/06/10,22000,12100,0.55,0.55,0.55,0.55,-0.04,1
104/06/11,0,0,---,---,---,---,---,0
104/06/12,0,0,---,---,---,---,---,0
104/06/15,0,0,---,---,---,---,---,0
104/06/16,0,0,---,---,---,---,---,0
104/06/17,0,0,---,---,---,---,---,0
104/06/18,0,0,---,---,---,---,---,0
104/06/22,20000,9400,0.47,0.47,0.47,0.47,+0.01,1
104/06/23,0,0,---,---,---,---,---,0
104/06/24,40000,20000,0.50,0.50,0.50,0.50,+0.01,1
104/06/25,60000,29400,0.49,0.49,0.49,0.49,-0.01,2
104/06/26,0,0,---,---,---,---,---,0
104/06/29,0,0,---,---,---,---,---,0
104/06/30,0,0,---,---,---,---,---,0
104/07/01,0,0,---,---,---,---,---,0
104/07/02,35000,12600,0.36,0.36,0.36,0.36,-0.03,1
104/07/03,0,0,---,---,---,---,---,0
104/07/06,5000,1650,0.33,0.33,0.33,0.33,-0.02,1
104/07/07,0,0,---,---,---,---,---,0
104/07/08,0,0,---,---,---,---,---,0
104/07/09,0,0,---,---,---,---,---,0
104/07/13,20000,4000,0.20,0.20,0.20,0.20,-0.01,1
104/07/14,0,0,---,---,---,---,---,0
104/07/15,0,0,---,---,---,---,---,0
104/07/16,0,0,---,---,---,---,---,0
104/07/17,0,0,---,---,---,---,---,0
104/07/20,0,0,---,---,---,---,---,0
104/07/21,0,0,---,---,---,---,---,0
104/07/22,0,0,---,---,---,---,---,0
104/07/23,0,0,---,---,---,---,---,0
104/07/24,0,0,---,---,---,---,---,0
104/07/27,0,0,---,---,---,---,---,0
104/07/28,0,0,---,---,---,---,---,0
104/07/29,0,0,---,---,---,---,---,0
104/07/30,0,0,---,---,---,---,---,0
104/07/31,0,0,---,---,---,---,---,0
104/08/03,0,0,---,---,---,---,---,0
104/08/04,0,0,---,---,---,---,---,0
104/08/05,0,0,---,---,---,---,---,0
104/08/06,0,0,---,---,---,---,---,0
