107/09/07,236000,240720,1.02,1.02,1.02,1.02,-0.01,2
107/09/12,77000,72080,0.94,0.94,0.92,0.92,-0.04,2
107/09/13,0,0,---,---,---,---,---,0
107/09/19,21000,18270,0.87,0.87,0.87,0.87,-0.03,2
107/10/01,199000,153230,0.77,0.77,0.77,0.77,-0.10,2
107/10/02,199000,159200,0.80,0.80,0.80,0.80,+0.03,2
107/10/03,0,0,---,---,---,---,---,0
107/10/04,0,0,---,---,---,---,---,0
107/10/05,0,0,---,---,---,---,---,0
107/10/08,0,0,---,---,---,---,---,0
107/10/09,0,0,---,---,---,---,---,0
107/10/12,0,0,---,---,---,---,---,0
107/10/15,0,0,---,---,---,---,---,0
107/10/17,0,0,---,---,---,---,---,0
107/10/19,0,0,---,---,---,---,---,0
107/10/25,0,0,---,---,---,---,---,0
107/10/26,0,0,---,---,---,---,---,0
107/10/31,3000,420,0.14,0.14,0.14,0.14,+0.02,1
107/11/01,0,0,---,---,---,---,---,0
107/11/02,0,0,---,---,---,---,---,0
107/11/05,0,0,---,---,---,---,---,0
107/11/06,0,0,---,---,---,---,---,0
107/11/08,0,0,---,---,---,---,---,0
107/11/09,0,0,---,---,---,---,---,0
107/11/12,3000,600,0.20,0.20,0.20,0.20,0.00,1
107/11/13,0,0,---,---,---,---,---,0
107/11/14,0,0,---,---,---,---,---,0
107/11/16,0,0,---,---,---,---,---,0
