103/07/04,0,0,---,---,---,---,---,0
103/07/07,110000,181400,1.65,1.65,1.64,1.64,-0.03,3
103/07/08,45000,66910,1.54,1.54,1.35,1.35,-0.29,5
103/07/09,191000,257260,1.36,1.36,1.31,1.31,-0.04,4
103/07/10,71000,94660,1.33,1.36,1.33,1.33,+0.02,5
103/07/11,50000,74700,1.45,1.53,1.45,1.51,+0.18,4
103/07/14,335000,501460,1.46,1.52,1.46,1.52,+0.01,7
103/07/15,387000,584470,1.50,1.54,1.50,1.54,+0.02,7
103/07/16,55000,87050,1.59,1.59,1.57,1.59,+0.05,5
103/07/17,651000,1108130,1.67,1.75,1.67,1.74,+0.15,14
103/07/18,809000,1556320,1.79,2.03,1.79,1.92,+0.18,27
103/07/21,1110000,1865800,1.79,1.79,1.63,1.64,-0.28,29
103/07/22,664000,1116090,1.66,1.70,1.66,1.67,+0.03,16
103/07/24,651000,1084530,1.61,1.73,1.61,1.73,+0.06,9
103/07/25,1731000,3303440,1.73,2.05,1.73,1.96,+0.23,51
103/07/28,817000,1593860,1.93,2.06,1.88,1.97,+0.01,21
103/07/29,263000,526390,1.91,2.08,1.90,1.93,-0.04,31
103/07/30,373000,638350,1.75,1.82,1.60,1.60,-0.33,27
103/07/31,953000,1480560,1.59,1.65,1.48,1.63,+0.03,46
103/08/01,1289000,2034010,1.64,1.64,1.51,1.62,-0.01,43
103/08/04,1194000,1675700,1.53,1.56,1.30,1.30,-0.32,38
103/08/05,1608000,2224250,1.37,1.46,1.34,1.46,+0.16,58
103/08/06,2119000,2819880,2.00,2.00,1.24,1.25,-0.21,76
103/08/07,1807000,2446490,1.23,1.60,1.20,1.52,+0.27,61
103/08/08,2504000,3902220,1.80,1.80,1.47,1.48,-0.04,91
103/08/11,239000,346870,1.46,1.49,1.41,1.47,-0.01,16
103/08/12,938000,1238730,1.42,1.43,1.28,1.33,-0.14,43
103/08/13,1052000,1281290,1.29,1.29,1.18,1.20,-0.13,60
103/08/14,883000,1055380,1.12,1.28,1.11,1.28,+0.08,33
103/08/15,1688000,2066450,1.23,1.26,1.20,1.25,-0.03,50
103/08/18,1311000,1589110,1.21,1.27,1.18,1.19,-0.06,45
103/08/19,1216000,1384680,1.11,1.17,1.11,1.17,-0.02,33
103/08/20,2232000,2565970,1.14,1.19,1.10,1.19,+0.02,46
103/08/21,1817000,2265270,1.19,1.29,1.19,1.27,+0.08,45
103/08/22,858000,1050360,1.23,1.31,1.20,1.31,+0.04,10
103/08/25,120000,147050,1.27,1.27,1.19,1.19,-0.12,4
103/08/26,938000,1001560,1.19,1.19,0.97,1.03,-0.16,36
103/08/27,1725000,1519350,0.95,0.95,0.84,0.87,-0.16,50
