104/12/21,0,0,---,---,---,---,---,0
104/12/22,0,0,---,---,---,---,---,0
104/12/23,714000,631520,0.85,0.92,0.85,0.89,+0.06,25
104/12/24,1286000,1169030,0.90,0.93,0.89,0.90,+0.01,23
104/12/25,650000,608270,0.93,0.95,0.93,0.94,+0.04,10
104/12/28,37000,32660,0.88,0.90,0.88,0.90,-0.04,2
104/12/29,426000,409630,0.95,0.98,0.94,0.94,+0.04,13
104/12/30,411000,369250,0.90,0.92,0.89,0.92,-0.02,5
104/12/31,239000,228200,0.95,0.96,0.95,0.96,+0.04,6
105/01/04,1074000,1044580,0.92,1.01,0.91,0.97,+0.01,20
105/01/05,751000,694920,0.95,0.95,0.88,0.88,-0.09,14
105/01/06,120000,112170,0.92,0.94,0.89,0.93,+0.05,5
105/01/07,156000,154740,0.98,1.03,0.96,1.03,+0.10,7
105/01/08,126000,126400,1.05,1.05,1.00,1.00,-0.03,4
105/01/11,446000,457340,1.01,1.05,1.00,1.01,+0.01,11
105/01/12,420000,406530,0.97,0.98,0.95,0.97,-0.04,10
105/01/13,508000,515420,0.95,1.03,0.95,1.02,+0.05,10
105/01/14,666000,722520,1.09,1.11,1.05,1.05,+0.03,10
105/01/15,238000,249570,1.04,1.05,1.04,1.05,0.00,2
105/01/18,10000,10400,1.04,1.04,1.04,1.04,-0.01,1
105/01/19,20000,18400,0.92,0.92,0.92,0.92,-0.12,2
105/01/20,20000,19200,0.96,0.96,0.96,0.96,+0.04,1
105/01/21,11000,11100,1.01,1.01,1.00,1.00,+0.04,2
105/01/22,10000,9500,0.95,0.95,0.95,0.95,-0.05,1
105/01/25,58000,54320,0.92,0.94,0.92,0.94,-0.01,2
105/01/26,48000,45600,0.95,0.95,0.95,0.95,+0.01,1
105/01/27,0,0,---,---,---,---,---,0
105/01/28,8000,7280,0.91,0.91,0.91,0.91,-0.03,1
105/01/29,316000,251800,0.81,0.81,0.79,0.79,-0.12,4
105/01/30,108000,83640,0.77,0.78,0.77,0.78,-0.01,2
105/02/01,3000,2310,0.77,0.77,0.77,0.77,-0.01,1
105/02/02,11000,8140,0.74,0.74,0.74,0.74,-0.03,2
105/02/03,10000,7600,0.76,0.76,0.76,0.76,+0.02,1
105/02/15,200000,136000,0.68,0.68,0.68,0.68,-0.08,2
105/02/16,334000,219320,0.67,0.67,0.65,0.66,-0.02,7
105/02/17,233000,151280,0.65,0.65,0.64,0.64,-0.02,4
105/02/18,242000,156900,0.64,0.65,0.63,0.65,+0.01,6
105/02/19,228000,148000,0.65,0.65,0.64,0.64,-0.01,3
105/02/22,4000,2440,0.61,0.61,0.61,0.61,-0.03,1
105/02/23,0,0,---,---,---,---,---,0
105/02/24,171000,107970,0.63,0.64,0.63,0.63,+0.02,5
105/02/25,276000,176880,0.63,0.66,0.62,0.66,+0.03,4
105/02/26,123000,76220,0.63,0.63,0.56,0.56,-0.10,4
105/03/01,174000,91780,0.54,0.54,0.51,0.51,-0.05,4
105/03/02,61000,30560,0.50,0.51,0.49,0.49,-0.02,4
105/03/03,359000,197810,0.50,0.56,0.50,0.56,+0.07,5
105/03/04,361000,194410,0.55,0.55,0.53,0.53,-0.03,5
105/03/07,0,0,---,---,---,---,---,0
105/03/08,120000,60200,0.51,0.51,0.50,0.50,-0.03,2
105/03/09,168000,87160,0.52,0.52,0.51,0.52,+0.02,4
105/03/10,145000,72660,0.51,0.51,0.50,0.50,-0.02,6
105/03/11,138000,77130,0.57,0.57,0.55,0.55,+0.05,6
105/03/14,114000,58160,0.54,0.54,0.50,0.52,-0.03,4
105/03/15,50000,24120,0.46,0.50,0.46,0.50,-0.02,3
105/03/16,20000,9800,0.49,0.49,0.49,0.49,-0.01,1
105/03/17,105000,47250,0.45,0.45,0.45,0.45,-0.04,2
105/03/18,200000,83000,0.43,0.43,0.40,0.40,-0.05,2
105/03/21,203000,85700,0.40,0.43,0.40,0.42,+0.02,5
105/03/22,424000,190640,0.43,0.47,0.43,0.45,+0.03,7
105/03/23,445000,199200,0.41,0.46,0.41,0.45,0.00,7
105/03/24,99000,44790,0.47,0.47,0.44,0.44,-0.01,2
105/03/25,0,0,---,---,---,---,---,0
105/03/28,324000,134920,0.42,0.42,0.41,0.41,-0.05,2
105/03/29,695000,306570,0.43,0.47,0.43,0.45,+0.04,9
105/03/30,313000,125200,0.40,0.40,0.40,0.40,-0.05,5
105/03/31,226000,90400,0.40,0.40,0.40,0.40,0.00,3
105/04/01,691000,276400,0.40,0.40,0.40,0.40,0.00,8
