100/09/06,0,0,0.00,0.00,0.00,0.00,---,0
100/09/07,248000,287060,1.08,1.22,1.07,1.22,+0.24,19
100/09/08,1343000,1621680,1.27,1.27,1.17,1.20,-0.02,50
100/09/09,631000,760120,1.16,1.28,1.15,1.17,-0.03,44
100/09/13,514000,574240,1.13,1.17,1.08,1.10,-0.07,37
100/09/14,1219000,1412580,1.17,1.23,1.04,1.12,+0.02,80
100/09/15,1513000,1865400,1.25,1.29,1.13,1.15,+0.03,92
100/09/16,1268000,1368680,1.10,1.14,1.03,1.05,-0.10,91
100/09/19,789000,836870,1.05,1.10,1.04,1.05,0.00,46
100/09/20,2311000,2631240,1.10,1.25,1.06,1.25,+0.20,104
100/09/21,2964000,3720730,1.20,1.31,1.19,1.26,+0.01,100
100/09/22,1465000,1765440,1.19,1.24,1.18,1.20,-0.06,52
100/09/23,1738000,1677400,1.05,1.06,0.90,0.90,-0.30,74
100/09/26,908000,816780,0.93,0.95,0.81,0.92,+0.02,35
100/09/27,765000,803510,0.95,1.12,0.95,1.07,+0.15,53
100/09/28,951000,1052060,1.20,1.21,1.06,1.08,+0.01,39
100/09/29,712000,649060,1.01,1.01,0.83,0.90,-0.18,58
100/09/30,958000,821250,0.88,0.95,0.81,0.81,-0.09,48
100/10/03,1163000,755160,0.76,0.76,0.60,0.67,-0.14,51
100/10/04,815000,518200,0.62,0.66,0.61,0.66,-0.01,35
100/10/05,1257000,922260,0.70,0.82,0.67,0.78,+0.12,53
100/10/06,1349000,1080830,0.93,0.93,0.75,0.75,-0.03,67
100/10/07,566000,446470,0.77,0.82,0.75,0.81,+0.06,32
100/10/11,439000,392030,0.89,0.92,0.88,0.89,+0.08,34
100/10/12,698000,599720,0.91,0.91,0.83,0.84,-0.05,21
100/10/13,327000,282260,0.84,0.90,0.83,0.89,+0.05,23
100/10/14,1359000,1236380,0.89,0.94,0.89,0.89,0.00,34
100/10/17,570000,518690,0.92,0.93,0.88,0.89,0.00,24
100/10/18,379000,329380,0.87,0.90,0.84,0.87,-0.02,21
100/10/19,621000,556360,0.92,0.94,0.87,0.88,+0.01,32
100/10/20,198000,174140,0.89,0.91,0.86,0.86,-0.02,12
100/10/21,516000,445550,0.88,0.88,0.84,0.88,+0.02,10
100/10/24,636000,602500,0.94,0.97,0.92,0.95,+0.07,34
100/10/25,1404000,1327480,1.00,1.05,0.80,0.87,-0.08,54
