103/07/30,3000,2010,0.67,0.67,0.67,0.67,-0.04,1
103/07/31,164000,123470,0.74,0.76,0.74,0.76,+0.09,8
103/08/01,111000,81870,0.73,0.74,0.71,0.73,-0.03,5
103/08/04,15000,9900,0.66,0.66,0.66,0.66,-0.07,1
103/08/05,20000,13000,0.65,0.65,0.65,0.65,-0.01,1
103/08/06,31000,18120,0.60,0.60,0.52,0.52,-0.13,3
103/08/07,171000,74120,0.45,0.45,0.41,0.41,-0.11,4
103/08/08,50000,19000,0.38,0.38,0.38,0.38,-0.03,1
103/08/11,181000,57530,0.31,0.33,0.31,0.33,-0.05,6
103/08/12,61000,22260,0.39,0.39,0.36,0.36,+0.03,2
103/08/13,15000,5400,0.36,0.36,0.36,0.36,0.00,1
103/08/14,21000,8180,0.39,0.39,0.38,0.38,+0.02,2
103/08/15,255000,87700,0.36,0.36,0.34,0.34,-0.04,5
103/08/18,40000,11600,0.29,0.29,0.29,0.29,-0.05,1
103/08/19,598000,182970,0.30,0.31,0.30,0.30,+0.01,10
103/08/20,815000,289780,0.33,0.38,0.33,0.38,+0.08,8
103/08/21,20000,6400,0.32,0.32,0.32,0.32,-0.06,1
103/08/22,2000,740,0.36,0.38,0.36,0.38,+0.06,2
103/08/25,356000,156840,0.43,0.60,0.42,0.60,+0.22,5
103/08/26,284000,154460,0.60,0.60,0.50,0.55,-0.05,21
103/08/27,304000,172260,0.57,0.58,0.55,0.56,+0.01,12
103/08/28,71000,39360,0.56,0.56,0.54,0.54,-0.02,2
103/08/29,687000,431360,0.55,0.65,0.55,0.64,+0.10,22
103/09/01,1350000,821820,0.57,0.66,0.57,0.62,-0.02,37
103/09/02,880000,506910,0.62,0.62,0.55,0.55,-0.07,26
103/09/03,1455000,842600,0.57,0.60,0.56,0.57,+0.02,45
103/09/04,1814000,1053470,0.58,0.61,0.52,0.53,-0.04,52
103/09/05,897000,434030,0.54,0.54,0.46,0.50,-0.03,32
103/09/09,216000,117940,0.53,0.56,0.52,0.52,+0.02,11
103/09/10,146000,74640,0.50,0.54,0.50,0.54,+0.02,4
103/09/11,73000,36530,0.50,0.51,0.49,0.49,-0.05,4
103/09/12,35000,16370,0.51,0.51,0.46,0.46,-0.03,6
