100/08/16,50000,31500,0.63,0.63,0.63,0.63,0.00,2
100/08/17,50000,31200,0.63,0.63,0.62,0.62,-0.01,2
100/08/18,257000,134380,0.54,0.54,0.50,0.50,-0.12,6
100/08/19,80000,31200,0.39,0.39,0.39,0.39,-0.11,4
100/08/22,40000,15200,0.40,0.40,0.37,0.37,-0.02,3
100/08/23,224000,60990,0.26,0.29,0.26,0.29,-0.08,4
100/08/24,2574000,843060,0.32,0.34,0.29,0.30,+0.01,45
100/08/25,2214000,577640,0.30,0.30,0.26,0.26,-0.04,42
100/08/26,204000,37620,0.24,0.24,0.17,0.17,-0.09,9
100/08/29,20000,3000,0.15,0.15,0.15,0.15,-0.02,2
100/08/30,199000,36710,0.17,0.19,0.17,0.19,+0.04,6
100/08/31,425000,70960,0.16,0.18,0.16,0.18,-0.01,8
100/09/01,1007000,197980,0.20,0.21,0.18,0.19,+0.01,21
100/09/02,1325000,294500,0.21,0.23,0.21,0.22,+0.03,21
100/09/05,722000,125830,0.17,0.18,0.17,0.17,-0.05,14
100/09/06,880000,158880,0.18,0.19,0.17,0.17,0.00,17
100/09/07,477000,70950,0.17,0.17,0.14,0.14,-0.03,16
100/09/08,489000,71200,0.14,0.16,0.13,0.13,-0.01,14
100/09/09,1178000,128290,0.13,0.14,0.10,0.12,-0.01,24
100/09/13,2984000,242930,0.09,0.09,0.08,0.09,-0.03,54
100/09/14,2008000,223130,0.12,0.13,0.09,0.12,+0.03,47
100/09/15,316000,35800,0.11,0.14,0.10,0.12,0.00,16
100/09/16,572000,64270,0.11,0.13,0.09,0.09,-0.03,14
100/09/19,1668000,186460,0.12,0.13,0.10,0.12,+0.03,39
100/09/20,269000,27210,0.11,0.11,0.10,0.11,-0.01,9
100/09/21,192000,20100,0.10,0.11,0.10,0.11,0.00,5
100/09/22,50000,5500,0.11,0.11,0.11,0.11,0.00,1
100/09/23,100000,6050,0.06,0.11,0.06,0.11,0.00,3
100/09/26,427000,23020,0.06,0.06,0.04,0.04,-0.07,8
100/09/27,54000,4410,0.08,0.11,0.08,0.08,+0.04,5
100/09/28,2000,220,0.11,0.11,0.11,0.11,+0.03,2
100/09/29,1000,110,0.11,0.11,0.11,0.11,0.00,1
100/09/30,140000,13000,0.11,0.11,0.05,0.11,0.00,4
100/10/03,0,0,0.00,0.00,0.00,0.00,---,0
100/10/04,0,0,0.00,0.00,0.00,0.00,---,0
100/10/05,0,0,0.00,0.00,0.00,0.00,---,0
100/10/06,20000,600,0.03,0.03,0.03,0.03,-0.06,1
100/10/07,1000,60,0.06,0.06,0.06,0.06,+0.03,1
100/10/11,1000,100,0.10,0.10,0.10,0.10,+0.04,1
100/10/12,20000,1600,0.08,0.08,0.08,0.08,-0.02,1
100/10/13,0,0,0.00,0.00,0.00,0.00,---,0
100/10/14,100000,5150,0.05,0.20,0.05,0.20,+0.15,4
100/10/17,80000,8000,0.10,0.10,0.10,0.10,-0.10,3
100/10/18,9000,900,0.10,0.10,0.10,0.10,0.00,1
100/10/19,0,0,0.00,0.00,0.00,0.00,---,0
100/10/20,0,0,0.00,0.00,0.00,0.00,---,0
100/10/21,0,0,0.00,0.00,0.00,0.00,---,0
100/10/24,99000,8910,0.09,0.09,0.09,0.09,0.00,2
100/10/25,41000,2930,0.07,0.13,0.07,0.13,+0.04,2
100/10/26,0,0,0.00,0.00,0.00,0.00,---,0
100/10/27,0,0,0.00,0.00,0.00,0.00,---,0
100/10/28,0,0,0.00,0.00,0.00,0.00,---,0
100/10/31,89000,3560,0.04,0.04,0.04,0.04,-0.02,2
100/11/01,0,0,0.00,0.00,0.00,0.00,---,0
100/11/02,20000,1000,0.05,0.05,0.05,0.05,0.00,1
100/11/03,39000,1970,0.05,0.07,0.05,0.07,+0.02,3
100/11/04,1000,50,0.05,0.05,0.05,0.05,-0.02,1
