103/10/24,0,0,---,---,---,---,---,0
103/10/27,665000,549930,0.84,0.84,0.82,0.82,-0.09,9
103/10/28,665000,580900,0.86,0.89,0.84,0.85,+0.03,23
103/10/29,154000,143220,0.93,0.93,0.93,0.93,+0.08,2
103/10/30,154000,143290,0.94,0.94,0.91,0.91,-0.02,2
103/10/31,1621000,1617690,0.94,1.05,0.94,1.02,+0.11,35
103/11/03,2767000,3020850,1.04,1.19,0.95,0.95,-0.07,71
103/11/04,1015000,984880,0.99,0.99,0.94,0.96,+0.01,22
103/11/05,375000,370520,0.95,1.01,0.95,0.97,+0.01,24
103/11/06,660000,644810,0.98,0.98,0.95,0.95,-0.02,15
103/11/07,285000,273000,0.96,0.96,0.93,0.93,-0.02,4
103/11/10,2449000,2154320,0.83,0.90,0.83,0.87,-0.06,37
103/11/11,1740000,1935470,1.13,1.17,1.05,1.06,+0.19,37
103/11/12,755000,818990,1.02,1.11,1.02,1.07,+0.01,22
103/11/13,553000,610260,1.14,1.14,1.08,1.08,+0.01,14
103/11/14,563000,588640,1.09,1.09,1.03,1.03,-0.05,18
103/11/17,255000,254950,1.00,1.00,0.99,0.99,-0.04,4
103/11/18,1471000,1438240,1.02,1.02,0.84,0.89,-0.10,10
103/11/19,304000,279620,0.92,0.92,0.90,0.90,+0.01,5
103/11/20,307000,283580,0.92,0.94,0.91,0.91,+0.01,6
103/11/21,0,0,---,---,---,---,---,0
103/11/24,10000,8500,0.85,0.85,0.85,0.85,-0.06,1
103/11/25,66000,58080,0.88,0.88,0.88,0.88,+0.03,1
103/11/26,124000,105490,0.85,0.86,0.84,0.86,-0.02,6
103/11/27,0,0,---,---,---,---,---,0
103/11/28,50000,42500,0.86,0.86,0.84,0.85,-0.01,4
103/12/01,450000,366600,0.82,0.82,0.79,0.81,-0.04,7
103/12/02,141000,112700,0.78,0.82,0.78,0.82,+0.01,4
103/12/03,462000,396650,0.82,0.89,0.82,0.89,+0.07,10
103/12/04,237000,205590,0.87,0.87,0.84,0.85,-0.04,4
103/12/05,215000,182650,0.85,0.85,0.84,0.84,-0.01,3
103/12/08,607000,522870,0.86,0.87,0.85,0.86,+0.02,9
103/12/09,886000,771690,0.88,0.89,0.84,0.85,-0.01,18
103/12/10,2423000,2199150,0.88,0.96,0.86,0.89,+0.04,46
103/12/11,2419000,2080150,0.82,0.87,0.82,0.86,-0.03,34
103/12/12,293000,249520,0.86,0.87,0.83,0.86,0.00,9
103/12/15,131000,105420,0.81,0.82,0.80,0.82,-0.04,6
103/12/16,244000,197280,0.82,0.82,0.79,0.80,-0.02,8
103/12/17,662000,512640,0.78,0.79,0.76,0.77,-0.03,12
103/12/18,942000,719900,0.78,0.78,0.75,0.75,-0.02,9
103/12/19,513000,394050,0.78,0.78,0.74,0.74,-0.01,11
103/12/22,460000,335380,0.72,0.74,0.72,0.74,0.00,5
103/12/23,285000,216610,0.75,0.77,0.75,0.75,+0.01,6
103/12/24,2052000,1720250,0.78,0.90,0.78,0.85,+0.10,57
103/12/25,1973000,1770730,0.92,0.92,0.84,0.84,-0.01,41
103/12/26,487000,414950,0.85,0.87,0.85,0.85,+0.01,11
103/12/27,180000,152500,0.86,0.86,0.84,0.85,0.00,6
103/12/29,302000,251200,0.85,0.85,0.82,0.83,-0.02,8
103/12/30,62000,51100,0.83,0.83,0.81,0.81,-0.02,2
103/12/31,200000,158000,0.79,0.79,0.79,0.79,-0.02,2
104/01/05,324000,265960,0.81,0.86,0.81,0.83,+0.04,9
104/01/06,243000,193200,0.80,0.80,0.79,0.79,-0.04,8
104/01/07,649000,505410,0.78,0.78,0.76,0.76,-0.03,17
104/01/08,420000,331580,0.77,0.80,0.77,0.78,+0.02,10
104/01/09,528000,412690,0.80,0.80,0.77,0.77,-0.01,16
104/01/12,1116000,890110,0.80,0.80,0.77,0.77,0.00,24
104/01/13,340000,263640,0.78,0.79,0.76,0.77,0.00,13
104/01/14,280000,213080,0.77,0.78,0.75,0.78,+0.01,14
104/01/15,767000,651500,0.76,0.89,0.75,0.85,+0.07,36
104/01/16,1046000,885370,0.85,0.89,0.79,0.79,-0.06,39
104/01/19,438000,337980,0.80,0.80,0.74,0.74,-0.05,17
104/01/20,182000,137940,0.72,0.76,0.72,0.76,+0.02,5
104/01/21,484000,369300,0.75,0.78,0.75,0.75,-0.01,8
104/01/22,750000,578800,0.78,0.78,0.76,0.77,+0.02,8
104/01/23,393000,303380,0.78,0.78,0.76,0.76,-0.01,10
104/01/26,472000,339620,0.74,0.74,0.70,0.70,-0.06,14
104/01/27,39000,27450,0.71,0.71,0.70,0.70,0.00,5
104/01/28,267000,201860,0.71,0.80,0.71,0.74,+0.04,12
104/01/29,135000,97900,0.74,0.74,0.72,0.72,-0.02,3
104/01/30,87000,63680,0.74,0.74,0.71,0.71,-0.01,5
104/02/02,119000,83930,0.71,0.71,0.69,0.69,-0.02,4
104/02/03,106000,73100,0.71,0.71,0.68,0.68,-0.01,5
104/02/04,120000,83280,0.69,0.70,0.68,0.68,0.00,6
104/02/05,60000,40800,0.68,0.68,0.68,0.68,0.00,2
104/02/06,190000,125860,0.68,0.68,0.66,0.67,-0.01,8
104/02/09,58000,35150,0.60,0.61,0.60,0.60,-0.07,5
104/02/10,14000,8120,0.58,0.58,0.58,0.58,-0.02,2
104/02/11,823000,478310,0.60,0.60,0.57,0.58,0.00,10
104/02/12,200000,117000,0.59,0.59,0.58,0.58,0.00,2
104/02/13,709000,412220,0.59,0.59,0.58,0.58,0.00,4
104/02/24,550000,318350,0.57,0.60,0.56,0.57,-0.01,18
104/02/25,375000,240490,0.60,0.67,0.60,0.64,+0.07,9
