106/05/26,13300,246920,18.70,18.70,18.30,18.55,-0.50,13
106/05/25,16000,302200,18.95,19.05,18.80,19.05,-0.25,8
106/05/24,5000,95950,19.10,19.30,19.10,19.30,+0.10,4
106/05/23,2000,38300,19.10,19.20,19.10,19.20,-0.05,2
106/05/22,1001,19269,19.25,19.25,19.25,19.25,+0.35,2
106/05/19,10000,186250,18.15,18.90,18.15,18.90,-0.10,8
106/05/18,0,0,---,---,---,---,---,0
106/05/17,8000,149950,18.70,19.05,18.70,19.05,0.00,4
106/05/16,36000,658550,18.55,19.05,18.00,19.05,-0.15,22
106/05/15,0,0,---,---,---,---,---,0
106/05/12,3100,59005,19.00,19.20,18.90,19.20,-0.05,4
106/05/11,0,0,---,---,---,---,---,0
106/05/10,5000,95250,19.30,19.30,18.70,19.25,-0.05,5
106/05/09,1000,19300,19.30,19.30,19.30,19.30,+0.20,1
106/05/08,15000,281650,18.75,19.10,18.75,19.10,0.00,10
106/05/05,0,0,---,---,---,---,---,0
106/05/04,44000,864000,20.50,20.50,19.10,19.10,+0.10,29
106/05/03,14000,260550,18.65,19.00,18.50,19.00,+0.30,12
106/05/02,5000,94300,18.90,18.90,18.70,18.70,-0.30,3
106/04/28,31000,593450,19.30,19.30,19.00,19.00,-0.45,15
106/04/27,12000,228650,19.20,19.45,19.00,19.45,+0.25,6
106/04/26,2102,40343,19.20,19.20,19.20,19.20,-0.30,3
106/04/25,0,0,---,---,---,---,---,0
106/04/24,0,0,---,---,---,---,---,0
106/04/21,0,0,---,---,---,---,---,0
106/04/20,8085,155949,19.25,19.55,19.20,19.55,+0.25,8
106/04/19,20010,398841,20.95,20.95,19.30,19.30,0.00,15
106/04/18,5170,99155,19.20,19.30,19.10,19.30,+0.15,4
106/04/17,3010,56940,18.75,19.15,18.75,19.15,-0.20,4
106/04/14,26000,498600,19.15,19.40,19.10,19.35,+0.05,15
106/04/13,18000,351200,19.50,19.90,19.30,19.30,-0.35,10
106/04/12,28000,551550,19.75,19.85,19.65,19.65,-0.10,12
106/04/11,2000,39050,19.30,19.75,19.30,19.75,+0.45,2
106/04/10,34000,652000,19.40,19.40,19.00,19.30,-0.10,22
106/04/07,3000,57850,19.15,19.40,19.15,19.40,+0.05,3
106/04/06,2000,38450,19.10,19.35,19.10,19.35,+0.25,2
106/04/05,19001,367319,19.55,19.55,19.10,19.10,-0.45,17
106/03/31,5000,97650,19.60,19.60,19.30,19.55,-0.05,5
106/03/30,70110,1418789,21.00,21.00,19.55,19.60,+0.35,42
106/03/29,17300,331380,19.15,19.35,19.10,19.25,-0.20,13
106/03/28,8000,154900,19.50,19.50,19.15,19.45,-0.05,6
106/03/27,4000,78450,19.65,19.65,19.50,19.50,+0.10,3
106/03/24,0,0,---,---,---,---,---,0
106/03/23,60110,1154911,19.20,19.50,19.20,19.50,0.00,31
106/03/22,2000,39050,19.55,19.55,19.50,19.50,-0.05,2
106/03/21,3016,58665,19.25,19.55,19.25,19.55,-0.05,4
106/03/20,8000,153600,19.20,19.60,19.10,19.60,0.00,5
106/03/17,10466,203840,19.50,19.60,19.40,19.60,+0.10,10
106/03/16,26000,490850,18.10,19.50,18.10,19.50,+0.10,20
106/03/15,16000,306500,19.40,19.40,19.00,19.40,0.00,12
106/03/14,11000,210550,19.40,19.40,19.00,19.40,0.00,9
106/03/13,6000,116900,19.50,19.50,19.40,19.40,-0.10,3
106/03/10,10000,195000,19.50,19.50,19.50,19.50,0.00,4
106/03/09,47050,917915,19.55,19.70,19.50,19.50,-0.05,25
106/03/08,4000,78050,19.50,19.55,19.50,19.55,+0.05,3
106/03/07,34155,666591,19.55,19.60,19.50,19.50,0.00,11
106/03/06,0,0,---,---,---,---,---,0
