106/05/26,9367,21603,2.32,2.32,2.31,2.31,+0.09,6
106/05/25,16000,37150,2.20,2.55,2.20,2.22,-0.20,6
106/05/24,36501,88646,2.73,2.73,2.42,2.42,-0.26,16
106/05/23,4500,11715,2.46,2.68,2.46,2.68,-0.01,5
106/05/22,12441,31026,2.45,2.69,2.45,2.69,-0.03,9
106/05/19,5000,13389,2.60,2.72,2.60,2.72,-0.15,8
106/05/18,24561,58983,2.35,2.87,2.35,2.87,+0.26,15
106/05/17,1000,2610,2.61,2.61,2.61,2.61,-0.28,1
106/05/16,0,0,---,---,---,---,---,0
106/05/15,3058,8838,2.89,2.89,2.89,2.89,+0.03,3
106/05/12,5001,13801,2.60,2.86,2.60,2.86,-0.01,6
106/05/11,1,3,---,---,---,---,---,1
106/05/10,5500,15930,2.89,2.89,2.89,2.89,+0.20,11
106/05/09,22502,60564,2.70,2.70,2.69,2.69,-0.29,10
106/05/08,3600,10800,---,---,---,---,-2.98,14
106/05/05,901,2687,---,---,---,---,---,9
106/05/04,603,1620,---,---,---,---,---,13
106/05/03,6,12,---,---,---,---,---,6
106/05/02,2005,5972,2.98,2.98,2.98,2.98,+0.23,5
106/04/28,2005,5760,3.00,3.00,2.75,2.75,-0.20,7
106/04/27,6635,18640,2.51,2.95,2.51,2.95,+0.24,7
106/04/26,2008,5764,3.03,3.03,2.71,2.71,-0.27,10
106/04/25,11001,31183,2.82,2.98,2.82,2.98,-0.12,3
106/04/24,1019,3158,3.10,3.10,3.10,3.10,+0.05,4
106/04/21,2007,5791,2.72,3.05,2.72,3.05,+0.07,9
106/04/20,19084,54170,2.81,2.98,2.80,2.98,-0.02,21
106/04/19,17,52,---,---,---,---,---,13
106/04/18,2021,6163,3.05,3.05,3.05,3.05,+0.15,17
106/04/17,5020,14360,2.80,2.90,2.80,2.90,-0.18,24
106/04/14,4033,12422,3.08,3.08,3.08,3.08,-0.34,32
106/04/13,6877,21842,3.10,3.42,3.10,3.42,+0.27,51
106/04/12,3315,9814,2.91,3.15,2.91,3.15,+0.01,161
106/04/11,18320,54660,3.11,3.14,2.90,3.14,+0.24,63
106/04/10,13343,38862,3.20,3.20,2.90,2.90,-0.30,173
106/04/07,84,291,---,---,---,---,---,35
106/04/06,188,579,---,---,---,---,---,52
106/04/05,1339,4567,3.45,3.45,3.45,3.45,+0.30,127
106/03/31,2127,7082,3.50,3.50,3.15,3.15,-0.35,78
106/03/30,70,223,---,---,---,---,---,41
106/03/29,60,196,---,---,---,---,---,44
106/03/28,2046,7147,3.50,3.50,3.50,3.50,+0.13,37
106/03/27,644,2138,---,---,---,---,---,97
106/03/24,1161,3907,3.39,3.39,3.39,3.39,0.00,72
106/03/23,552,1710,---,---,---,---,---,50
106/03/22,3042,10418,3.43,3.43,3.43,3.43,+0.23,36
106/03/21,5500,17538,3.20,3.20,3.20,3.20,-0.19,61
106/03/20,6172,19485,3.10,3.39,3.10,3.39,-0.05,109
106/03/17,2097,7214,3.45,3.45,3.44,3.44,0.00,58
106/03/16,899,3061,---,---,---,---,---,71
106/03/15,427,1357,---,---,---,---,---,62
106/03/14,990,3114,---,---,---,---,---,69
106/03/13,3545,11784,3.27,3.49,3.27,3.49,-0.11,160
106/03/10,8774,28809,3.24,3.60,3.24,3.60,0.00,42
106/03/09,1000,3303,---,---,---,---,-3.45,41
106/03/08,2082,7175,3.45,3.45,3.45,3.45,+0.21,38
106/03/07,7075,22920,3.24,3.24,3.24,3.24,-0.35,38
106/03/06,1000,3286,---,---,---,---,-3.45,67
106/03/03,17026,53668,3.11,3.45,3.11,3.45,0.00,21
106/03/02,1734,5964,3.45,3.45,3.45,3.45,+0.30,37
106/03/01,100,304,---,---,---,---,---,58
106/02/24,5060,14683,2.90,2.90,2.90,2.90,-0.10,35
106/02/23,5058,15174,3.00,3.00,3.00,3.00,-0.29,27
106/02/22,65,198,---,---,---,---,---,32
106/02/21,3095,10111,3.29,3.29,3.29,3.29,+0.29,47
106/02/20,6099,18304,2.99,3.00,2.99,3.00,+0.01,40
106/02/18,1500,4380,2.99,2.99,2.99,2.99,0.00,28
106/02/17,5593,16712,3.00,3.00,2.99,2.99,+0.19,47
106/02/16,71,213,---,---,---,---,---,28
106/02/15,9000,25373,2.75,2.99,2.75,2.80,+0.06,30
106/02/14,19680,54774,2.74,3.18,2.74,2.74,-0.30,65
106/02/13,92,285,---,---,---,---,---,68
106/02/10,3106,9488,3.05,3.05,3.05,3.05,0.00,49
106/02/09,17040,51581,3.26,3.26,2.99,3.05,-0.24,31
106/02/08,34164,112283,2.93,3.38,2.93,3.29,+0.04,35
106/02/07,129,393,---,---,---,---,---,17
106/02/06,14195,50628,3.60,3.60,3.40,3.40,-0.20,28
106/02/03,15270,51441,3.35,3.60,3.30,3.60,+0.25,12
106/02/02,27,81,---,---,---,---,---,15
106/01/24,11004,37072,3.56,3.56,3.35,3.35,0.00,7
106/01/23,19093,65937,3.35,3.60,3.35,3.35,+0.05,22
106/01/20,131,394,---,---,---,---,---,13
106/01/19,10369,35028,3.40,3.40,3.30,3.30,-0.10,12
106/01/18,13022,40269,3.00,3.40,3.00,3.40,+0.20,20
106/01/17,500,1547,---,---,---,---,---,10
106/01/16,0,0,---,---,---,---,---,0
106/01/13,2676,8382,3.20,3.20,3.20,3.20,+0.10,17
106/01/12,560,1598,---,---,---,---,---,20
106/01/11,7000,22400,3.20,3.20,3.20,3.20,0.00,2
106/01/10,3000,9600,3.20,3.20,3.20,3.20,0.00,2
106/01/09,3000,9600,3.20,3.20,3.20,3.20,0.00,1
106/01/06,0,0,---,---,---,---,---,0
106/01/05,0,0,---,---,---,---,---,0
106/01/04,20000,64000,3.20,3.20,3.20,3.20,+0.20,5
106/01/03,6000,18000,3.00,3.00,3.00,3.00,-0.03,2
